epoch,train_loss,val_loss,iou_c0,iou_c1,iou_c2,dice_c0,dice_c1,dice_c2,saved
56,1.306555220058986,1.4990630547205608,0.8682965798301869,0.4949843109581296,0.047034521995069266,0.9292101910665026,0.660666626157903,0.08804630491779551,
57,1.3018808705466134,1.774784525235494,0.9363094255464116,0.3063962674974681,0.027447421183235236,0.9670807620264389,0.4689792443580874,0.05306325153309507,
58,1.328377868447985,1.8675740957260132,0.9501757029727185,0.2770807928729863,0.021102938219504975,0.9744495759566556,0.43290889403780136,0.0412162329468605,
59,1.3533956153052193,2.0068841775258384,0.9393081322010813,0.4987446434637964,0.020982505706782808,0.9686950791978322,0.6638046214063732,0.0408494485797388,
60,1.3382792643138341,1.6483497619628906,0.787464815605763,0.39971509173934217,0.032192021786057075,0.8809323717714045,0.570388058479757,0.06106466139719776,
61,1.3341892446790422,1.5530482530593872,0.920317903168505,0.37318489159096185,0.02977470714681626,0.9584420875141996,0.5428095001801895,0.05749449621125704,
62,1.3046619636671883,1.7423215707143147,0.9475094871519737,0.3088154596826554,0.022739490687349182,0.9730286923066448,0.47124190036537456,0.04429815645263549,
63,1.3234643680708749,1.6262378692626953,0.9312873999217546,0.6092599772699425,0.009016250674369843,0.9644118749805178,0.7570115296056602,0.017847629276429574,
64,1.31795072555542,1.455092469851176,0.8566752577816272,0.4133709910650519,0.03927672881518105,0.9225166833719566,0.5843051730914369,0.07409237428345244,
65,1.2958729352269853,1.9980535507202148,0.9480381842853712,0.27544918586690675,0.014916672361484964,0.9733203621946075,0.4314651771543811,0.029365489613348072,
66,1.2985167162758964,2.107881188392639,0.952106699489375,0.27654468387525516,0.012533465166217886,0.9754444142155968,0.4316963684099144,0.02471249220593737,
67,1.3264069557189941,1.4232985178629558,0.9085033725660149,0.3711309631434469,0.03851704616067883,0.9519802154937206,0.5401309218837446,0.07341626953684713,
68,1.29234801871436,1.838728904724121,0.9495218720433364,0.3034587792038667,0.01791599995322375,0.974107313491217,0.46301022017188304,0.03517363944967792,
69,1.4146684152739388,1.9535704453786213,0.7634272781000622,0.35344752532835,0.009406574668708824,0.865733704933918,0.5218002864491247,0.018580965780106776,
70,1.3509291069848197,1.5826663573582966,0.8459810526941695,0.4563309446943884,0.02331897252680416,0.9162355928447572,0.6247889250909218,0.0448644456932332,
71,1.296012009893145,2.216031074523926,0.9439345157069888,0.2324582150721007,0.01270607208249989,0.9711533880502975,0.3745520338246455,0.024990077527623427,
72,1.3026802795273917,1.4968461592992146,0.8588159871044927,0.2907863158031624,0.03254142850390806,0.9237785320580186,0.45007306516265894,0.062295969400110084,
73,1.3061557667596,1.863887627919515,0.9394068860689182,0.30622498666297693,0.020017801405120567,0.9687261322241035,0.46871424884898644,0.03914681688299079,
74,1.2961450900350298,1.506601055463155,0.9202549958011429,0.3922847291878349,0.02987222649900098,0.9584210540836211,0.5617878032833131,0.05756007432792556,
75,1.2740540249007088,2.212085405985514,0.9245475191213464,0.28942280895804445,0.011157649028053974,0.9607836972465104,0.44878112412381355,0.022067873772504975,
76,1.3210506864956446,1.5161256392796834,0.8589253390751154,0.2699999929629852,0.03414739962344221,0.9237748018850166,0.42478058100796195,0.06534011373730535,
77,1.3064820681299483,2.0657183726628623,0.909913960234992,0.23664605165800234,0.017284141493818763,0.9527066420562883,0.3826140964693034,0.03387773458316042,
78,1.3055128114564079,1.7705477476119995,0.9225800813386011,0.31720286794062225,0.017604592034202168,0.9596619804644487,0.48138149635886257,0.034551334242016264,
79,1.2840867979185921,1.6273201704025269,0.9261694811746667,0.2934839727340009,0.028674771857103126,0.9615931687421099,0.4537159313536212,0.05526117858863547,
80,1.3493892550468445,2.506547292073568,0.899068597981085,0.32183362946664684,0.0,0.9468208858071184,0.4820780801424133,0.0,
